"heritabilityA","heritabilityC","heritabilityT","heritabilityE","heritabilityS","heritabilitySp","heritabilityVARA","heritabilityVARC","heritabilityVART","heritabilityVARE"
0.466078068352376,0,0,0.533921931647624,0,0.141680907793445,0.000388992136682939,0,0,0.000445615117114816
0.591869361618559,0,0,0.408130638381441,1,0.00432390274174841,0.000194645867345197,0,0,0.000134220399381142
0.491490110787966,0,0,0.508509889212034,0,0.404096725914731,0.000175400398693835,0,0,0.00018147432745809
0.519529360475929,0,0,0.480470639524071,0,0.307031373592805,0.000204820998663455,0,0,0.000189422357430652
0.473058830106133,0,0,0.526941169893867,0,0.678186823988904,0.000212336002618318,0,0,0.000236521494811081
0.58588494216375,0,0,0.41411505783625,1,0.0279451080330748,0.000415321145892352,0,0,0.00029355719523469
0.469503091144904,0,0,0.530496908855096,0,0.814375141873569,0.000405728354125576,0,0,0.000458437104585654
0.344761899703811,0,0,0.655238100296189,0,0.650082536013607,0.000446629352151342,0,0,0.000848842544641914
0.40537803340556,0,0,0.59462196659444,1,0.071650522278894,0.000281441211113207,0,0,0.000412827318310635
0.435403687939141,0,0,0.564596312060859,0,0.369659467152213,0.000286431886240374,0,0,0.000371421719906413
0.190279232503246,0,0,0.809720767496754,0,0.53741857457023,0.000105484497779255,0,0,0.000448882347154575
0.333419837895723,0,0,0.666580162104277,0,0.544224744560134,0.000258599913840354,0,0,0.000516998549263784
0,0.347824478446158,0,0.652175521553842,0,0.219489616336295,0,0.000400056422173866,0,0.000750111110488137
0.530775420044613,0,0,0.469224579955387,0,0.361011948499389,0.000580297807927772,0,0,0.000513004153717319
0,0.334532435528595,0,0.665467564471405,0,0.632894580959937,0,0.00030716980915326,0,0.00061103654852892
0.241586306887691,0,0,0.758413693112309,0,0.694862213363708,0.000154590643094185,0,0,0.000485307557618205
0.477925379321391,0,0,0.522074620678609,0,0.58065525386202,0.000225106313233581,0,0,0.000245900925497308
0,0.273714741986148,0,0.726285258013852,0,0.948676261871397,0,0.000666123360788992,0,0.00176751742872574
0.268048259250719,0,0,0.731951740749281,0,0.157299112026785,0.000187465355718545,0,0,0.000511906303110993
0.561785070349873,0,0,0.438214929650127,0,0.842404168037737,0.000225223126475065,0,0,0.000175683089019054
0.633285516179872,0,0,0.366714483820128,0,0.946393401977926,0.0003046915223231,0,0,0.000176436680578288
0.614491273107576,0,0,0.385508726892424,0,0.195752878589859,0.000279772423535079,0,0,0.000175518702277379
0.614709722442639,0,0,0.385290277557361,0,0.123335757132403,0.000352437790191132,0,0,0.000220902401648797
0.611284812097178,0,0,0.388715187902822,0,0.17349594990848,0.000223808630020406,0,0,0.000142319606100118
0.570119014818349,0,0,0.429880985181651,0,0.903211626719968,0.000201040357770923,0,0,0.000151588396130538
0.43705669552475,0,0,0.56294330447525,0,0.777515791099132,0.000192699382823091,0,0,0.000248203101445517
0.6689121801764,0,0,0.3310878198236,0,0.906997535789407,0.000314889263932901,0,0,0.000155859024504396
0.680639123224591,0,0,0.319360876775409,1,0.0710238743777212,0.000341803627214613,0,0,0.000160376772870658
0.654825277991718,0,0,0.345174722008282,0,0.482486754773852,0.000258093857872814,0,0,0.000136047704078431
0.474281106730219,0,0,0.525718893269781,0,0.228443072928459,0.000526644418402729,0,0,0.000583761226961287
0.592205532629669,0,0,0.407794467370331,0,0.705149625851972,0.000339429259493872,0,0,0.00023373198401334
0,0.34668901415022,0,0.65331098584978,0,0.53308448781453,0,0.000220664405480084,0,0.000415826502721786
0.699990050124735,0,0,0.300009949875265,0,0.28857229912211,0.000317130165079941,0,0,0.000135919367586173
0.371375374714028,0,0,0.628624625285972,0,0.230488759634345,0.000171746605707697,0,0,0.000290714336512686
0.430262818307067,0,0,0.569737181692933,0,0.237190523504809,0.000237574453716353,0,0,0.00031458679194072
0.39299146243974,0,0,0.60700853756026,0,0.264319879083653,0.000338701688075,0,0,0.000523153391351655
0.497339345637553,0,0,0.502660654362447,0,0.587406549463626,0.000624662486120455,0,0,0.000631346095544612
0.38204104920341,0,0,0.61795895079659,1,0.0461551299487874,0.000196672749566909,0,0,0.000318122061035223
0.738034566073557,0,0,0.261965433926443,0,0.224459254672741,0.000304725088737754,0,0,0.000108162196960709
0.536697998585274,0,0,0.463302001414725,1,0.0265439727558267,0.000306524780465833,0,0,0.00026460606271567
0.726795638807861,0,0,0.273204361192139,0,0.197783997418165,0.000293593730896009,0,0,0.000110362643109731
0.344804181603635,0,0,0.655195818396365,0,0.799315578000112,0.000354644173428846,0,0,0.000673893739828025
0.481504199458413,0,0,0.518495800541587,0,0.582317900965792,0.000267292381131669,0,0,0.000287827141049684
0.714655618272119,0,0,0.285344381727881,0,0.285740691393111,0.000313730240688703,0,0,0.000125264755876544
0.500540131012927,0,0,0.499459868987073,0,0.807287903409256,0.00028240351136872,0,0,0.000281794030189495
0.572752460562858,0,0,0.427247539437141,0,0.716084027987274,0.000349222433715473,0,0,0.000260504206956281
0.647989783115556,0,0,0.352010216884444,0,0.454137364970948,0.000275485137829509,0,0,0.000149652950775789
0.700398245755864,0,0,0.299601754244136,0,0.781656290562932,0.000337565692489779,0,0,0.000144396811750192
0.504674128032481,0,0,0.495325871967519,1,0.000948104229033552,0.000202922351083767,0,0,0.000199163549128471
0.60592166243464,0,0,0.39407833756536,0,0.996866949900546,0.000297103695761496,0,0,0.000193229814626151
0.480044882498574,0,0,0.519955117501426,0,0.388806014455318,0.000273588264814659,0,0,0.000296333996184492
0.447908793659878,0,0,0.552091206340122,0,0.126327066842152,0.000272459198937344,0,0,0.000335832495251266
0.523493216762456,0,0,0.476506783237544,0,0.295142696980898,0.00022872082671594,0,0,0.000208191857903861
0.348893288269164,0,0,0.651106711730836,0,0.492558793725476,0.000180240376838895,0,0,0.000336365653999519
0.321739755545635,0,0,0.678260244454365,0,0.390309009160388,0.000733749127197049,0,0,0.00154681805341976
0.439550383751412,0,0,0.560449616248588,0,0.689027138715755,0.000178024369084899,0,0,0.000226990336090699
0,0.365977343612969,0,0.634022656387031,0,0.793926783970841,0,0.000208981548071508,0,0.000362041636064479
0.3629852445948,0,0,0.6370147554052,0,0.605641831732112,0.000165168037674489,0,0,0.000289858826733914
0.437717643053313,0,0,0.562282356946687,0,0.222916935381431,0.000257979790378309,0,0,0.000331395105681999
0.63830945732787,0,0,0.36169054267213,0,0.3979588816119,0.000271233403075161,0,0,0.000153691216106599
0.502674844502838,0,0,0.497325155497162,1,0.0689573286597042,0.000397604822679823,0,0,0.000393373335523155
0.43743905960968,0,0,0.56256094039032,0,0.1037173340105,0.000366135312356449,0,0,0.000470861988897687
0,0.272386723735179,0,0.727613276264821,0,0.518534941994907,0,0.000209544263561898,0,0.000559745299044032
0.486028991678973,0,0,0.513971008321027,0,0.117886700688195,0.000352340301150476,0,0,0.000372596497235412
0.360117680782683,0,0,0.639882319217317,0,0.536703711206171,0.000235665809234614,0,0,0.00041874751677153
0.264712742130161,0,0,0.735287257869839,0,0.969067517493906,0.000182849833929947,0,0,0.000507898304820542
0,0.291889770939623,0,0.708110229060377,0,0.56774472566544,0,0.000249893437528026,0,0.000606229189597938
0,0.391835407130095,0,0.608164592869905,0,0.690467219208187,0,0.000263987153057216,0,0.000409732343071852
0,0.428103580415544,0,0.571896419584456,0,0.89048170743816,0,0.000390908516597718,0,0.000522208155349473
0.418027122730427,0,0,0.581972877269573,0,0.978592398056845,0.00020840430496472,0,0,0.000290138238407791
0.562502576099618,0,0,0.437497423900382,0,0.424861751864119,0.000288814436254759,0,0,0.000224631098977084
0.737336632442332,0,0,0.262663367557668,0,0.277883065501796,0.00037037966434843,0,0,0.000131941321822561
0.457645931264334,0,0,0.542354068735667,0,0.789536129899624,0.000272992832366254,0,0,0.000323522538396597
0.524409546307221,0,0,0.475590453692779,0,0.709077452308909,0.000347821224009969,0,0,0.000315441347122177
0.729461850386852,0,0,0.270538149613148,0,0.184397948744357,0.000284104334594657,0,0,0.000105366800111002
0.648081376292726,0,0,0.351918623707274,0,0.697332893217725,0.000322914702557428,0,0,0.000175347883546533
0.657820050812431,0,0,0.342179949187569,0,0.485502522670346,0.000329133921509588,0,0,0.000171206439206228
0.637445752943063,0,0,0.362554247056937,1,0.00487907314722204,0.000371207111538617,0,0,0.00021112810651683
0.701541717631309,0,0,0.298458282368691,0,0.945279476122605,0.000360237004885848,0,0,0.000153256342455141
0.79719693079362,0,0,0.20280306920638,0,0.516683702547778,0.000277816220177429,0,0,7.06751116956873e-05
0.770684744819707,0,0,0.229315255180293,0,0.574164313525191,0.000362863669543694,0,0,0.000107969147613705
0.445070671557638,0.329342394184109,0,0.225586934258253,0,0.938098416733814,0.000172306378107108,0.000127502886003214,0,8.73345966704347e-05
0.717849167513005,0,0,0.282150832486995,0,0.963107036052063,0.000357290606554642,0,0,0.000140433181009922
0.460046377804686,0,0,0.539953622195314,0,0.720410833366222,0.000405709762778764,0,0,0.000476179069201147
0.809607604002543,0,0,0.190392395997457,0,0.987360848488076,0.000247864785514886,0,0,5.82894357269731e-05
0.663222325956766,0,0,0.336777674043234,0,0.340016396585973,0.000436961601807827,0,0,0.000221884737807573
0.740509847311076,0,0,0.259490152688924,0,0.287720202128226,0.00029504553865032,0,0,0.00010339013336901
0.648577510990232,0,0,0.351422489009768,0,0.626510018406063,0.000261727193261585,0,0,0.000141813152844444
0.677249716387206,0,0,0.322750283612794,0,0.911755993420688,0.000305417341383872,0,0,0.000145549759810535
0,0.531888528177757,0,0.468111471822243,0,0.0951981979463266,0,0.000268688420588022,0,0.000236470849360034
0.330418335218869,0,0,0.669581664781131,0,0.684518798106733,0.000225705349126753,0,0,0.000457384313489113
0,0.44645588854665,0,0.55354411145335,0,0.777502139701943,0,0.000294862327284089,0,0.000365588872595827
0,0.435358327654402,0,0.564641672345598,0,0.569804227505267,0,0.000290834215423251,0,0.000377199900267588
0,0.499671624511159,0.499671624511159,0.500328375488841,1,0.088904188863546,0,0.00031508804945436,0,0.000315502190210776
0.584637214336518,0,0,0.415362785663482,0,0.898232397934395,0.000234537156635977,0,0,0.000166629842119215
0.621626155094216,0,0,0.378373844905784,0,0.816946550577022,0.000263883352313127,0,0,0.000160621553329287
0.657382685882597,0,0,0.342617314117404,0,0.971889240509551,0.000342121462511188,0,0,0.000178308220013624
0.688714900983508,0,0,0.311285099016492,0,0.502354058676229,0.000342079576450833,0,0,0.000154612996865545
0.677525817964313,0,0,0.322474182035688,1,0.0428691118142361,0.000287332461422925,0,0,0.000136758331583667
0.591627893391484,0,0,0.408372106608516,0,0.136887687662189,0.000327941472779746,0,0,0.000226362129945667
0.581997784593227,0,0,0.418002215406773,0,0.333039472270425,0.000274619118944366,0,0,0.000197236833456388
0.635437860641855,0,0,0.364562139358145,0,0.777831118461263,0.000523168433651049,0,0,0.000300151148097822
0.513044398086984,0,0,0.486955601913016,0,0.493457578914102,0.000468129726721537,0,0,0.00044432488435516
0.672580655549797,0,0,0.327419344450203,0,0.308142166984706,0.000503217336459637,0,0,0.000244971497559512
0.608707213291593,0,0,0.391292786708407,0,0.811714490563812,0.00042460787139104,0,0,0.000272948954155624
0.662696190751945,0,0,0.337303809248055,0,0.717328167069558,0.000292513298149125,0,0,0.00014888549398399
0.627034690765012,0,0,0.372965309234988,0,0.640719331464774,0.000399252501256756,0,0,0.000237478619264899
0.569498508392923,0,0,0.430501491607077,0,0.426627573410014,0.000327566420402878,0,0,0.000247617562654854
0,0.480799256350741,0,0.519200743649259,0,0.962956607414933,0,0.000222835532356934,0,0.000240633429821278
0.671196245057632,0,0,0.328803754942368,0,0.534373460787777,0.000402197412380612,0,0,0.000197027352868302
0.644194380127323,0,0,0.355805619872677,0,0.852115067234893,0.00032071324387353,0,0,0.000177138419796901
0.460984511284623,0,0,0.539015488715377,0,0.802821654626961,0.000267908066660219,0,0,0.000313256940193572
0.711648257452129,0,0,0.288351742547871,0,0.582016013988529,0.0003046533468902,0,0,0.000123442055157058
0.679754134724344,0,0,0.320245865275656,0,0.982072243573825,0.000280416068902964,0,0,0.000132109658530351
0.650205318904767,0,0,0.349794681095233,0,0.465552900109389,0.000363574116332169,0,0,0.00019559405064713
0.691296109503821,0,0,0.308703890496179,0,0.985088884510748,0.000277277765290319,0,0,0.000123820637374403
0.725562577032722,0,0,0.274437422967278,0,0.873194464622575,0.000264999637016903,0,0,0.00010023369420127
0.479656352899445,0,0,0.520343647100555,0,0.61424292975493,0.000298519768618157,0,0,0.000323841984361144
0.572862562758851,0,0,0.427137437241149,0,0.618324548865558,0.000485373550435544,0,0,0.000361903932837287
0.617369020792323,0,0,0.382630979207677,1,0.0747017244742934,0.000503061078232056,0,0,0.000311785571485538
0,0.460540312598735,0,0.539459687401265,0,0.693783488073915,0,0.000208462012452234,0,0.000244184600123167
0,0.459400632330679,0,0.540599367669321,0,0.709502310084345,0,0.000283527858052311,0,0.000333641205503148
0.562174668616189,0,0,0.437825331383811,1,0.0891838504999971,0.000437101131460193,0,0,0.000340417237583598
0.555162265192012,0,0,0.444837734807988,0,0.610180462963425,0.000294061095017377,0,0,0.000235623851987569
0.66605341834893,0,0,0.33394658165107,0,0.647308686205266,0.000251508887832599,0,0,0.000126101797592694
0.479399487185142,0,0,0.520600512814858,0,0.287424839597996,0.000273061615776637,0,0,0.000296529347659628
0.706133994339298,0,0,0.293866005660702,0,0.46912040163381,0.000330571680247233,0,0,0.000137571310880869
0,0.514624234000918,0.514624234000918,0.485375765999082,1,0.0393689114373337,0,0.00024202239822804,0,0.000228267149441432
0,0.503698435413995,0,0.496301564586005,0,0.435915049915077,0,0.000231546135504831,0,0.000228145853243398
0.263436806172736,0,0,0.736563193827264,0,0.996419937992996,0.000194682616352671,0,0,0.000544328075361446
0.249040247487776,0,0,0.750959752512224,0,0.634597227503808,0.000159932259863191,0,0,0.000482262170460933
0.248315809887015,0,0,0.751684190112985,0,0.956656861158247,0.000371591000155722,0,0,0.0011248541932647
0.127152442739146,0,0,0.872847557260854,0,0.591995648025843,0.000137061175239042,0,0,0.000940866800712032
0.572231478860882,0,0,0.427768521139118,0,0.905957554994928,0.000544875859965511,0,0,0.000407318977428219
0.540669171119815,0,0,0.459330828880184,0,0.739592363680308,0.000806769183281872,0,0,0.000685398719709377
0.375365291512973,0,0,0.624634708487027,0,0.905995458229598,0.000313794852262442,0,0,0.0005221770912213
0.686222007045696,0,0,0.313777992954303,0,0.150317413359833,0.000325006915765321,0,0,0.000148610823724748
0.539807048220455,0,0,0.460192951779545,1,0.0106796613775013,0.000278474439290594,0,0,0.000237403299261768
0.370407979681314,0,0,0.629592020318686,0,0.395206239896258,0.000216374244113221,0,0,0.000367776897283306
0.653513550573921,0,0,0.346486449426079,1,0.0664507827867326,0.000330491288077733,0,0,0.000175223226621301
0.616587378279077,0,0,0.383412621720923,0,0.294663999014145,0.000321020457250218,0,0,0.000199620198979562
0.565712966866486,0,0,0.434287033133514,0,0.59864694444478,0.000293275841806863,0,0,0.00022514225886234
0.466888759069434,0,0,0.533111240930566,0,0.932981165389498,0.000291843861938394,0,0,0.000333238357903597
0.398944099475624,0,0,0.601055900524376,0,0.698447044189206,0.000277830457837231,0,0,0.000418584047860219
0.560230050207332,0,0,0.439769949792668,0,0.575352011116517,0.000335487430375126,0,0,0.0002633512614283
0.249883495620984,0,0,0.750116504379016,0,0.958460950436956,0.000179904332549545,0,0,0.000540048508283204
0.27997581074842,0,0,0.72002418925158,0,0.79812864648214,0.000295643580063055,0,0,0.000760317573412141
0.271937969593473,0,0,0.728062030406527,0,0.729613745190293,0.000219034848768411,0,0,0.000586424017810064
0,0.175275426585461,0,0.824724573414539,0,0.892224728793329,0,0.000227836865358603,0,0.00107204224375036
0.209568856569169,0,0,0.790431143430831,0,0.82169702762825,0.000262766481945125,0,0,0.000991076699941958
0.224195597239344,0,0,0.775804402760656,0,0.163362335549643,0.000124665365669027,0,0,0.000431390895935155
0.348731647093018,0,0,0.651268352906982,0,0.666739723838656,0.000166676361922013,0,0,0.000311273842228959
0,0,0,1,0,0.964223303630412,0,0,0,0.000874178375190779
0.412821727735983,0,0,0.587178272264017,0,0.289627881019462,0.00021082913320647,0,0,0.000299873475308613
0.239643648163275,0,0,0.760356351836725,1,0.00785324561904671,0.000374293005864803,0,0,0.00118758025359162
