,age,window,PC,region,sample,sex,RIN,i,symbol,fit,upper,lower
400,56.0,prenatal,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,-1.78526987583648,-1.57373392875422,-1.99680582291874
401,130.472361809045,prenatal,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,-1.29580263665828,-1.10922471345481,-1.48238055986175
402,204.94472361809,prenatal,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,-0.860355575005015,-0.655010643954028,-1.065700506056
403,279.417085427136,prenatal,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,-0.49505509146528104,-0.25184608409041503,-0.738264098840147
404,353.889447236181,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,-0.194125034686158,0.0879688372865611,-0.476218906658877
405,428.361809045226,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.0484767751261857,0.36363085657974104,-0.26667730632737
406,502.834170854271,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.23879251776557997,0.5792478302798361,-0.10166279474867698
407,577.3065326633171,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.38286437302585297,0.740827861570266,0.0249008844814405
408,651.778894472362,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.48673452070083795,0.855172978782278,0.11829606261939801
409,726.251256281407,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.556445140584364,0.9294488982245951,0.18344138294413298
410,800.723618090452,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.59803841247026,0.970992970524855,0.225083854415666
411,875.195979899498,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.617556516152358,0.9872086387297891,0.247904393574927
412,949.6683417085429,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.6210416314244879,0.9854888759142159,0.25659438693476
413,1024.14070351759,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.614535938080479,0.973145968100353,0.255925908060606
414,1098.61306532663,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.604076706220731,0.9573371326682009,0.25081627977326104
415,1173.08542713568,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.594104891073745,0.9431808730139609,0.245028909133528
416,1247.55778894472,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.585178264740065,0.93120380720162,0.23915272227851
417,1322.03015075377,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.577275427571552,0.92125320189079,0.233297653252314
418,1396.5025125628101,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.570374979920068,0.913175934602658,0.22757402523747797
419,1470.97487437186,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.564455522137473,0.906821554467793,0.222089489807153
420,1545.4472361809,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.5594956545756279,0.902044850537129,0.216946458614128
421,1619.91959798995,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.5554739775863949,0.898707837779912,0.212240117392878
422,1694.391959799,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.552369091521634,0.896681147784254,0.208057035259014
423,1768.8643216080397,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.550159596733208,0.895844868891717,0.204474324574698
424,1843.33668341709,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.5488240935729749,0.896088915965434,0.20155927118051603
425,1917.8090452261301,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.548341182392799,0.8973130254240191,0.19936933936157897
426,1992.28140703518,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.548689463544539,0.899426471505209,0.19795245558386804
427,2066.75376884422,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.549847537380057,0.9023475904644901,0.19734748429562302
428,2141.22613065327,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.5517940042512129,0.906003185334215,0.19758482316821102
429,2215.6984924623102,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.5545074645098721,0.9103278684547529,0.19868706056499
430,2290.17085427136,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.557966518507889,0.9152633844285492,0.20066965258722802
431,2364.6432160804,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.5621497665971279,0.92075794357528,0.203541589618976
432,2439.11557788945,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.56703580912945,0.926765585780562,0.207306032478338
433,2513.58793969849,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.572603246456717,0.9332455867836909,0.211960906129743
434,2588.06030150754,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.578830678930789,0.940161913161813,0.21749944469976604
435,2662.53266331658,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.585696706903527,0.9474827281717231,0.223910685635331
436,2737.0050251256303,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.593179930726792,0.9551799478362042,0.231179913617379
437,2811.47738693467,postnata,0.0330943253183422,MD,HSB103,M,8.82784184514004,3,AATK,0.601258950752448,0.9632288448791879,0.239289056625708
